일자,자치구,총사용수(B),총사용수(S),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-07-28,영등포구,8593,157797,30.1,28.2,33.9,0.0,0.0057,0.0157,0.18,0.0022,17.0,8.0
2024-07-28,용산구,2256,0,29.9,27.5,33.5,0.0,0.009,0.0135,0.21,0.0026,17.0,7.0
2024-07-28,은평구,2722,68984,29.1,27.3,32.2,0.0,0.0044,0.01,0.33,0.0021,16.0,9.0
2024-07-28,종로구,2839,124367,29.2,27.1,32.4,0.0,0.0068,0.0137,0.14,0.0025,16.0,6.0
2024-07-28,중구,1853,124929,27.9,25.5,32.0,0.0,0.0086,0.012,0.21,0.0025,15.0,7.0
2024-07-28,중랑구,3066,48502,30.1,27.9,34.1,0.0,0.0055,0.0134,0.12,0.002,20.0,7.0
2024-07-29,강남구,4615,383982,28.2,27.4,29.3,0.0,0.0114,0.024,0.16,0.0031,19.0,8.0
2024-07-29,강동구,5791,89323,27.7,26.9,28.6,0.0,0.0081,0.0223,0.31,0.0019,18.0,9.0
2024-07-29,강북구,1600,44446,26.7,25.7,27.4,1.0,0.0067,0.021,0.17,0.002,21.0,9.0
2024-07-29,강서구,17719,175221,28.0,26.7,28.8,0.0,0.0075,0.0198,0.16,0.0023,20.0,9.0
2024-07-29,관악구,3058,144722,26.1,25.1,27.0,0.0,0.0075,0.0209,0.16,0.0024,23.0,8.0
2024-07-29,광진구,6620,57560,28.2,27.5,29.1,0.0,0.0061,0.0217,0.37,0.002,23.0,8.0
2024-07-29,구로구,5651,120957,27.5,26.8,28.2,0.0,0.0051,0.0259,0.14,0.0025,16.0,5.0
2024-07-29,금천구,2885,94984,27.6,26.8,28.6,0.0,0.009,0.0155,0.2,0.0021,20.0,6.0
2024-07-29,노원구,7849,151109,28.1,27.5,28.6,0.0,0.0085,0.0163,0.19,0.0018,24.0,10.0
2024-07-29,도봉구,2706,86367,27.5,26.8,28.3,1.0,0.0034,0.0233,0.25,0.0017,16.0,6.0
2024-07-29,동대문구,4247,94402,27.8,27.2,28.4,0.0,0.0068,0.0195,0.18,0.0026,26.0,10.0
2024-07-29,동작구,2422,84816,28.2,27.5,29.1,0.0,0.0062,0.0142,0.1,0.002,18.0,5.0
2024-07-29,마포구,6242,252640,27.2,26.4,27.9,0.0,0.0082,0.0191,0.11,0.0021,22.0,10.0
2024-07-29,서대문구,2522,84723,26.4,25.8,27.0,0.0,0.0069,0.0213,0.31,0.0023,20.0,5.0
2024-07-29,서초구,4171,145222,27.9,27.0,29.4,0.0,0.0065,0.0232,0.27,0.0022,19.0,7.0
2024-07-29,성동구,5167,116814,27.2,26.6,27.9,0.0,0.0099,0.0173,0.17,0.0025,21.0,9.0
2024-07-29,성북구,2810,44383,26.6,26.0,27.1,0.0,0.0054,0.0179,0.3,0.0023,20.0,8.0
2024-07-29,송파구,12021,180899,28.3,27.4,29.6,0.0,0.0077,0.017,0.16,0.0022,23.0,8.0
2024-07-29,양천구,8454,32947,27.5,26.7,28.3,0.0,0.0072,0.0147,0.16,0.002,17.0,8.0
2024-07-29,영등포구,12540,309755,28.0,27.1,28.6,0.0,0.0081,0.0206,0.18,0.0023,21.0,9.0
2024-07-29,용산구,2500,0,28.1,27.3,28.9,0.0,0.0102,0.0183,0.18,0.0023,22.0,9.0
2024-07-29,은평구,3246,116541,26.7,25.8,27.4,0.0,0.0072,0.0121,0.34,0.0021,22.0,12.0
2024-07-29,종로구,4929,229077,27.0,26.0,27.8,0.0,0.0093,0.0176,0.14,0.0025,22.0,8.0
2024-07-29,중구,3708,255475,25.5,24.8,26.2,0.0,0.0119,0.0164,0.19,0.0026,21.0,8.0
2024-07-29,중랑구,3787,84751,27.8,27.0,28.7,0.0,0.0086,0.0145,0.14,0.0021,22.0,8.0
2024-07-30,강남구,4844,397041,29.5,26.9,33.6,0.0,0.0117,0.0411,0.2,0.002,21.0,12.0
2024-07-30,강동구,6240,91629,28.9,26.5,33.3,0.0,0.0097,0.048,0.34,0.0019,25.0,14.0
2024-07-30,강북구,1950,45608,28.0,26.0,31.9,0.0,0.0068,0.0443,0.19,0.0018,23.0,13.0
2024-07-30,강서구,19198,179915,29.2,26.7,33.4,0.0,0.0085,0.0382,0.19,0.0015,27.0,14.0
2024-07-30,관악구,3309,151202,27.1,25.1,31.6,0.0,0.0086,0.0431,0.19,0.0023,27.0,12.0
2024-07-30,광진구,6746,59217,29.5,26.9,33.3,0.0,0.009,0.0483,0.43,0.0025,25.0,13.0
2024-07-30,구로구,6002,123167,28.4,26.4,31.2,0.0,0.0059,0.0316,0.18,0.0025,22.0,9.0
2024-07-30,금천구,3070,95881,28.7,26.3,32.7,0.0,0.0113,0.0302,0.19,0.0023,24.0,10.0
2024-07-30,노원구,9144,156802,29.5,26.9,34.0,0.0,0.009,0.0422,0.21,0.0018,27.0,14.0
2024-07-30,도봉구,3150,89979,28.4,26.8,31.3,0.0,0.0038,0.049,0.27,0.0017,18.0,11.0
2024-07-30,동대문구,4663,97478,29.1,26.7,32.7,0.0,0.0094,0.0406,0.22,0.0024,29.0,15.0
2024-07-30,동작구,2691,87183,29.1,27.0,33.4,0.0,,,,,,
2024-07-30,마포구,6758,265348,28.7,26.1,33.2,0.0,0.0114,0.041,0.13,0.002,26.0,13.0
2024-07-30,서대문구,2767,90132,27.8,25.3,32.7,,0.01,0.0459,0.31,0.0023,23.0,10.0
2024-07-30,서초구,4605,148909,28.9,26.5,33.2,0.0,0.0109,0.0282,0.29,0.0022,25.0,12.0
2024-07-30,성동구,5819,121581,28.6,26.1,32.6,0.0,0.0129,0.0389,0.21,0.0024,24.0,13.0
2024-07-30,성북구,3190,45954,27.9,25.6,31.5,0.0,0.0079,0.0382,0.34,0.0023,27.0,12.0
2024-07-30,송파구,13091,201008,29.5,27.1,33.2,0.0,0.0108,0.0358,0.2,0.0023,27.0,15.0
2024-07-30,양천구,8908,34106,28.6,26.4,32.1,0.0,0.0081,0.0307,0.18,0.0018,14.0,11.0
2024-07-30,영등포구,13103,320713,29.2,26.7,33.6,0.0,0.0097,0.0446,0.19,0.0023,23.0,13.0
2024-07-30,용산구,2643,0,29.3,26.9,32.9,0.0,0.0127,0.0381,0.23,0.0023,27.0,14.0
2024-07-30,은평구,3423,120781,27.9,25.7,31.5,0.0,0.0088,0.0301,0.34,0.0022,25.0,15.0
2024-07-30,종로구,5391,244236,28.2,25.6,32.3,0.0,0.0117,0.0397,0.15,0.0026,24.0,13.0
2024-07-30,중구,3944,267457,27.6,24.3,33.1,0.0,0.0146,0.0366,0.23,0.0026,22.0,13.0
2024-07-30,중랑구,4124,87396,29.1,26.6,33.5,0.0,0.0115,0.035,0.23,0.002,25.0,14.0
2024-07-31,강남구,5072,398955,30.1,27.0,34.9,0.0,0.0089,0.0222,0.2,0.0011,17.0,10.0
2024-07-31,강동구,6340,92341,29.7,26.8,33.7,0.0,0.0084,0.0332,0.32,0.0021,16.0,9.0
2024-07-31,강북구,1929,46134,28.5,25.4,33.3,0.0,0.008,0.0258,0.19,0.0018,17.0,10.0
2024-07-31,강서구,18797,181910,29.7,27.4,34.1,0.0,0.0075,0.0239,0.17,0.0024,18.0,7.0
2024-07-31,관악구,3320,154295,27.6,25.1,32.9,0.0,0.0078,0.0298,0.18,0.0023,19.0,8.0
2024-07-31,광진구,6835,61325,30.0,27.1,33.9,0.0,0.0084,0.0332,0.4,0.0025,17.0,9.0
2024-07-31,구로구,6076,123433,29.0,26.4,33.2,0.0,0.0053,0.0231,0.17,0.0026,12.0,6.0
2024-07-31,금천구,2971,93381,29.7,27.1,34.2,0.0,0.0094,0.0212,0.21,0.0022,15.0,5.0
2024-07-31,노원구,9183,158636,30.1,26.1,34.9,0.0,0.0098,0.0264,0.2,0.0018,19.0,9.0
2024-07-31,도봉구,3231,89605,28.8,26.2,32.0,0.0,0.005,0.0303,0.24,0.0019,11.0,6.0
2024-07-31,동대문구,4464,97590,29.9,27.1,34.4,0.0,0.0077,0.0288,0.19,0.0025,20.0,9.0
2024-07-31,동작구,2599,87633,29.8,26.6,34.8,0.0,0.0076,0.0258,0.18,0.0029,16.0,7.0
2024-07-31,마포구,7428,280506,29.0,26.4,34.1,0.0,0.0102,0.0271,0.12,0.0022,18.0,8.0
2024-07-31,서대문구,2651,89904,28.5,25.4,33.5,0.0,0.0079,0.0299,0.25,0.0023,15.0,5.0
2024-07-31,서초구,4393,151996,29.7,26.1,34.2,0.0,0.0086,0.0205,0.28,0.0023,15.0,6.0
2024-07-31,성동구,5505,120449,29.1,26.6,33.7,0.0,0.0117,0.0264,0.2,0.0025,16.0,8.0
2024-07-31,성북구,2994,46541,28.7,26.1,33.0,0.0,0.008,0.0242,0.32,0.0023,16.0,7.0
2024-07-31,송파구,13272,201788,30.5,27.5,35.3,0.0,0.0095,0.0259,0.19,0.0023,19.0,9.0
2024-07-31,양천구,8950,33887,29.4,26.9,33.9,0.0,0.0075,0.0218,0.17,0.0019,12.0,7.0
2024-07-31,영등포구,12817,324990,30.1,27.6,34.6,0.0,0.009,0.0291,0.18,0.0022,16.0,9.0
2024-07-31,용산구,2670,0,30.0,27.5,34.1,0.0,0.0122,0.0247,0.2,0.0024,18.0,10.0
2024-07-31,은평구,3381,121228,28.7,25.3,33.4,0.0,0.0081,0.0185,0.3,0.0022,16.0,9.0
2024-07-31,종로구,5263,237711,29.3,26.3,33.6,0.0,0.0097,0.0252,0.16,0.0025,16.0,8.0
2024-07-31,중구,3869,265366,28.1,24.9,33.8,0.0,0.0133,0.0244,0.24,0.0027,15.0,8.0
2024-07-31,중랑구,4087,87635,30.0,27.4,35.4,0.0,0.0094,0.0246,0.2,0.0022,18.0,8.0
2024-08-01,강남구,4726,393672,30.9,27.8,35.1,0.0,0.0085,0.0269,0.23,0.0012,20.0,12.0
2024-08-01,강동구,6152,89024,30.3,27.2,34.1,0.0,0.0083,0.0371,0.34,0.002,16.0,9.0
2024-08-01,강북구,1954,44423,28.7,26.6,33.1,0.0,0.0064,0.0153,0.17,0.0016,14.0,6.0
2024-08-01,강서구,18321,178371,30.0,26.8,34.6,1.5,0.0085,0.0273,0.18,0.0022,18.0,9.0
2024-08-01,관악구,3174,151347,28.2,25.8,32.4,0.0,0.0078,0.0291,0.2,0.0023,23.0,10.0
2024-08-01,광진구,6677,59006,30.6,27.8,33.7,0.0,0.0083,0.036,0.43,0.0026,20.0,10.0
2024-08-01,구로구,5618,118428,29.6,26.9,32.8,0.0,0.0057,0.0263,0.17,0.0026,14.0,7.0
2024-08-01,금천구,2871,90665,30.3,27.6,34.3,0.0,0.0092,0.0232,0.22,0.0022,19.0,7.0
2024-08-01,노원구,8678,152287,30.4,27.6,34.3,0.0,0.0098,0.0252,0.21,0.0019,20.0,10.0
2024-08-01,도봉구,3205,86550,29.4,27.3,32.2,0.0,0.0045,0.0331,0.25,0.0019,13.0,6.0
2024-08-01,동대문구,4523,94580,30.2,27.7,34.4,0.0,0.008,0.0313,0.21,0.0025,23.0,11.0
2024-08-01,동작구,2587,85464,30.3,27.7,34.7,0.0,0.0062,0.0237,0.21,0.0024,20.0,10.0
2024-08-01,마포구,6392,262583,29.5,26.5,34.0,0.0,0.0105,0.0258,0.17,0.0021,20.0,9.0
2024-08-01,서대문구,2640,88704,28.7,26.0,33.6,0.0,0.0083,0.0321,0.28,0.0023,18.0,6.0
2024-08-01,서초구,4379,147563,30.0,27.1,33.7,0.0,0.0089,0.0232,0.33,0.0023,19.0,7.0
2024-08-01,성동구,5531,118870,29.6,27.2,33.3,0.0,0.012,0.0288,0.23,0.0024,19.0,12.0
2024-08-01,성북구,2944,45331,29.3,26.6,32.9,0.0,0.0079,0.0263,0.36,0.0023,18.0,7.0
2024-08-01,송파구,13148,197750,30.9,28.0,35.0,0.0,0.0091,0.0291,0.21,0.0022,22.0,11.0
2024-08-01,양천구,8582,33088,29.7,27.0,33.0,0.0,0.0076,0.0233,0.17,0.0018,12.0,8.0
2024-08-01,영등포구,12753,318175,30.6,27.6,35.1,0.5,0.0091,0.0304,0.19,0.0022,18.0,9.0
2024-08-01,용산구,2488,0,30.5,28.2,34.0,0.0,0.0118,0.0259,0.23,0.0023,22.0,13.0
2024-08-01,은평구,3523,117195,28.9,25.9,32.8,0.0,0.0086,0.0205,0.32,0.0023,18.0,10.0
2024-08-01,종로구,4955,226420,29.7,26.9,33.5,0.0,0.0098,0.0305,0.24,0.0025,18.0,10.0
2024-08-01,중구,3848,258023,28.5,25.4,33.4,0.0,0.0131,0.0233,0.23,0.0026,17.0,9.0
2024-08-01,중랑구,4076,84720,30.6,27.9,35.0,0.0,0.0103,0.0271,0.22,0.0023,20.0,10.0
2024-08-02,강남구,4484,390633,30.5,28.7,34.5,0.0,0.0088,0.0379,0.28,0.0026,30.0,18.0
2024-08-02,강동구,6087,88593,30.1,28.4,33.7,0.0,0.0084,0.0479,0.43,0.0022,24.0,17.0
2024-08-02,강북구,1813,44183,28.8,26.5,32.0,1.5,0.0072,0.0344,0.28,0.0023,33.0,25.0
2024-08-02,강서구,17798,176077,29.9,28.2,34.2,0.5,0.0101,0.0418,0.24,0.0024,25.0,17.0
2024-08-02,관악구,3177,152162,28.1,26.6,31.2,0.0,0.0091,0.0425,0.26,0.0024,33.0,17.0
2024-08-02,광진구,6737,60997,30.3,28.5,33.9,0.0,0.008,0.0471,0.51,0.0029,29.0,17.0
2024-08-02,구로구,5598,116867,29.6,27.9,32.4,0.0,0.0053,0.0366,0.2,0.0027,20.0,11.0
2024-08-02,금천구,2734,87238,29.8,28.1,33.7,0.0,0.0088,0.0338,0.27,0.0021,28.0,13.0
2024-08-02,노원구,8643,151669,29.9,27.9,33.4,3.5,0.0095,0.0338,0.24,0.0019,27.0,16.0
2024-08-02,도봉구,3022,86844,29.0,27.6,31.7,2.5,0.0044,0.0416,0.27,0.0018,19.0,12.0
2024-08-02,동대문구,4190,95177,29.8,28.6,33.5,1.0,0.0082,0.0418,0.26,0.0024,32.0,18.0
2024-08-02,동작구,2345,87193,30.3,28.4,34.5,0.0,0.0066,0.0367,0.25,0.0021,28.0,15.0
2024-08-02,마포구,6316,268652,29.4,27.6,33.4,0.0,0.0114,0.0329,0.25,0.0021,29.0,16.0
2024-08-02,서대문구,2522,89188,28.6,27.2,32.5,0.0,0.0091,0.0432,0.34,0.0024,23.0,12.0
2024-08-02,서초구,4195,154885,30.0,27.8,33.5,0.0,0.0088,0.0323,0.37,0.0024,25.0,12.0
2024-08-02,성동구,5099,118673,29.5,27.9,33.2,0.0,0.0129,0.0386,0.27,0.0025,27.0,16.0
2024-08-02,성북구,2708,44296,28.8,27.2,32.4,0.0,0.0081,0.0357,0.39,0.0024,26.0,15.0
2024-08-02,송파구,12772,190394,30.8,28.7,34.7,0.0,0.0095,0.0383,0.28,0.0023,30.0,17.0
2024-08-02,양천구,8278,32769,29.6,27.9,33.2,0.0,0.0082,0.0326,0.22,0.0018,22.0,14.0
2024-08-02,영등포구,12411,316291,30.4,28.5,34.8,0.0,0.0094,0.04,0.25,0.0023,26.0,15.0
2024-08-02,용산구,2392,0,30.3,28.8,33.9,0.0,0.0128,0.0331,0.29,0.0021,27.0,21.0
2024-08-02,은평구,3214,116556,28.7,26.0,31.9,0.0,0.0087,0.0271,0.38,0.0023,25.0,17.0
2024-08-02,종로구,4654,224184,29.3,27.4,32.9,0.0,0.0105,0.042,0.28,0.0025,26.0,16.0
2024-08-02,중구,3514,255369,28.3,26.1,33.0,0.0,0.0129,0.034,0.27,0.0025,25.0,16.0
2024-08-02,중랑구,3755,85515,30.0,28.7,33.7,0.5,0.0111,0.0348,0.19,0.0022,26.0,16.0
2024-08-03,강남구,3043,214840,31.4,27.8,36.4,0.0,0.009,0.0598,0.37,0.0028,35.0,27.0
2024-08-03,강동구,4936,56894,30.3,27.5,34.8,0.0,0.0081,0.0721,0.5,0.0019,33.0,23.0
2024-08-03,강북구,1602,34504,29.4,25.9,33.9,0.0,0.0039,0.0426,0.3,0.002,32.0,27.0
2024-08-03,강서구,11787,117307,30.3,27.1,35.3,0.0,0.011,0.0567,0.31,0.0028,28.0,23.0
2024-08-03,관악구,2794,113629,28.0,24.6,33.3,0.0,0.0096,0.0593,0.32,0.0024,32.0,22.0
2024-08-03,광진구,5170,48782,31.3,28.1,35.8,0.0,0.0071,0.0688,0.57,0.0026,34.0,26.0
2024-08-03,구로구,4087,76407,30.4,26.9,34.7,0.0,0.0058,0.042,0.26,0.0027,26.0,18.0
2024-08-03,금천구,1416,33600,31.0,27.1,35.6,0.0,0.0107,0.0512,0.32,0.0022,27.0,18.0
2024-08-03,노원구,7143,111946,30.7,26.7,36.2,0.0,0.0058,0.0513,0.31,0.0018,33.0,26.0
2024-08-03,도봉구,2591,65859,30.0,27.3,33.4,0.0,0.0016,0.0646,0.32,0.0018,24.0,19.0
2024-08-03,동대문구,3165,67539,31.0,27.6,35.4,0.0,0.0061,0.06,0.32,0.0022,39.0,29.0
2024-08-03,동작구,2126,63324,30.8,27.1,35.4,0.0,0.0082,0.0576,0.31,0.0021,30.0,22.0
2024-08-03,마포구,5478,225990,30.2,26.6,34.9,0.0,0.0116,0.0496,0.31,0.0021,33.0,25.0
2024-08-03,서대문구,2015,68344,28.7,25.9,34.2,0.0,0.007,0.0622,0.37,0.0021,31.0,19.0
2024-08-03,서초구,2947,123817,30.3,26.5,34.9,0.0,0.0089,0.044,0.43,0.0023,29.0,19.0
2024-08-03,성동구,3314,74819,30.3,27.0,34.7,0.0,0.0119,0.0564,0.34,0.0025,33.0,26.0
2024-08-03,성북구,2269,29614,29.4,26.3,34.0,0.0,0.0048,0.0528,0.45,0.0021,31.0,23.0
2024-08-03,송파구,9788,133804,31.1,28.1,35.4,0.0,0.0109,0.056,0.34,0.0021,35.0,25.0
2024-08-03,양천구,6794,21131,30.2,27.2,34.6,0.0,0.0085,0.0504,0.28,0.002,24.0,22.0
2024-08-03,영등포구,8789,194680,31.0,27.8,35.2,0.0,0.011,0.0527,0.34,0.0024,29.0,25.0
2024-08-03,용산구,2078,0,31.2,28.0,36.1,0.0,0.0138,0.0467,0.42,0.002,36.0,32.0
2024-08-03,은평구,2905,86632,28.7,24.9,34.0,0.0,0.0062,0.0401,0.44,0.0022,32.0,22.0
2024-08-03,종로구,2732,158329,30.4,26.7,34.8,0.0,0.0069,0.0619,0.33,0.0023,34.0,26.0
2024-08-03,중구,1863,147278,28.9,25.5,34.6,0.0,0.0079,0.0534,0.31,0.0024,30.0,27.0
2024-08-03,중랑구,3207,62299,31.0,27.7,35.8,0.0,0.0075,0.0543,0.19,0.0021,38.0,27.0
2024-08-04,강남구,2562,131123,32.5,26.7,38.0,0.0,0.0111,0.0578,0.39,0.0028,33.0,27.0
2024-08-04,강동구,4209,42353,31.0,26.0,35.4,0.0,0.0088,0.0641,0.52,0.0019,26.0,22.0
2024-08-04,강북구,1360,27745,30.0,25.3,35.8,0.0,0.0057,0.0499,0.34,0.002,32.0,26.0
2024-08-04,강서구,9830,90152,31.2,26.0,37.0,0.0,0.0131,0.0541,0.37,0.003,24.0,20.0
2024-08-04,관악구,2476,83563,28.8,24.0,35.0,0.0,0.0121,0.0571,0.38,0.0027,31.0,22.0
2024-08-04,광진구,4718,37305,31.9,27.4,36.5,0.0,0.0073,0.0683,0.6,0.0026,35.0,27.0
2024-08-04,구로구,3453,55949,31.2,26.9,35.9,0.0,0.0076,0.0408,0.3,0.003,24.0,17.0
2024-08-04,금천구,1265,24123,31.9,27.5,36.5,0.0,0.0119,0.045,0.42,0.0023,28.0,20.0
2024-08-04,노원구,6289,84341,30.7,25.3,36.1,0.0,0.0079,0.052,0.32,0.0019,32.0,25.0
2024-08-04,도봉구,2237,51973,30.1,26.6,34.0,0.0,0.0034,0.0631,0.36,0.0018,24.0,18.0
2024-08-04,동대문구,2629,51236,31.7,27.6,36.6,3.0,0.008,0.0615,0.37,0.0023,36.0,26.0
2024-08-04,동작구,1723,45425,31.0,25.9,37.4,0.0,0.0114,0.053,0.38,0.0023,29.0,21.0
2024-08-04,마포구,4215,157138,31.1,27.0,35.8,0.0,0.012,0.0563,0.36,0.0022,29.0,21.0
2024-08-04,서대문구,1746,50683,30.0,25.5,35.8,0.0,0.008,0.063,0.4,0.0023,28.0,17.0
2024-08-04,서초구,2609,107689,30.9,25.6,36.1,0.0,0.0097,0.0433,0.48,0.0024,24.0,16.0
2024-08-04,성동구,2791,55275,31.3,26.8,35.7,0.0,0.0123,0.0575,0.38,0.0027,31.0,26.0
2024-08-04,성북구,1914,24103,,,,0.0,0.0065,0.0544,0.49,0.0023,29.0,20.0
2024-08-04,송파구,7997,99600,32.4,27.4,38.1,0.0,0.0127,0.0524,0.38,0.0023,33.0,25.0
2024-08-04,양천구,6025,15171,31.5,26.9,36.3,0.0,0.0101,0.0541,0.32,0.0021,22.0,19.0
2024-08-04,영등포구,7764,144928,32.2,28.1,36.4,0.0,0.0121,0.0592,0.38,0.0025,26.0,22.0
2024-08-04,용산구,1775,0,32.2,27.7,36.2,0.0,0.0208,0.0455,0.48,0.0024,33.0,28.0
2024-08-04,은평구,2384,65064,29.2,24.1,35.4,0.0,0.0066,0.0412,0.45,0.0023,26.0,21.0
2024-08-04,종로구,2364,111318,31.9,27.5,36.6,0.0,0.0082,0.0624,0.38,0.0025,29.0,24.0
2024-08-04,중구,1525,112728,30.6,26.6,36.1,0.0,0.0115,0.0544,0.37,0.0027,27.0,24.0
2024-08-04,중랑구,2785,45743,31.6,27.5,36.9,1.0,0.0081,0.0494,0.19,0.0021,34.0,26.0
2024-08-05,강남구,3756,378007,29.7,25.7,34.7,19.0,0.016,0.0442,0.35,0.0028,31.0,25.0
2024-08-05,강동구,5022,88300,29.4,24.6,34.4,19.0,0.011,0.0567,0.47,0.002,22.0,19.0
2024-08-05,강북구,1266,42314,27.9,24.8,32.8,40.0,0.0077,0.0428,0.33,0.0021,29.0,25.0
2024-08-05,강서구,17423,173856,31.1,26.1,36.6,8.5,0.0138,0.0498,0.34,0.003,29.0,24.0
2024-08-05,관악구,2665,141690,28.8,25.5,33.2,0.5,0.014,0.0477,0.36,0.0027,35.0,25.0
2024-08-05,광진구,5314,55954,30.1,25.3,34.3,13.5,0.011,0.0545,0.54,0.0026,28.0,22.0
2024-08-05,구로구,5331,116800,31.0,28.1,35.3,0.5,0.0086,0.0366,0.28,0.0031,27.0,20.0
2024-08-05,금천구,2829,93506,31.4,28.1,36.5,0.0,0.0122,0.0346,0.39,0.0022,35.0,28.0
2024-08-05,노원구,6673,147933,29.4,24.4,34.6,20.5,0.0105,0.0495,0.2,0.0019,28.0,22.0
2024-08-05,도봉구,2457,83032,28.4,26.1,32.1,24.5,0.0053,0.0515,0.35,0.0017,20.0,18.0
2024-08-05,동대문구,3221,91817,28.8,25.2,34.0,32.0,0.0122,0.0476,0.34,0.0022,31.0,23.0
2024-08-05,동작구,2042,82699,29.4,26.1,34.5,17.0,0.0134,0.0434,0.36,0.0023,32.0,23.0
2024-08-05,마포구,5628,243663,30.2,26.0,35.4,0.5,0.0138,0.0518,0.35,0.0023,32.0,24.0
2024-08-05,서대문구,2175,84548,28.9,24.8,34.1,0.5,0.0094,0.0573,0.37,0.0024,25.0,17.0
2024-08-05,서초구,3569,141928,29.6,25.5,34.2,31.5,0.0154,0.0356,0.49,0.0022,29.0,20.0
2024-08-05,성동구,4236,111495,29.4,25.2,33.8,39.5,0.015,0.045,0.33,0.0027,27.0,22.0
2024-08-05,성북구,2096,42411,28.9,25.1,33.9,20.0,0.0107,0.0439,0.49,0.0023,25.0,16.0
2024-08-05,송파구,10771,178259,30.7,25.9,35.1,9.0,0.0142,0.0428,0.34,0.0023,31.0,23.0
2024-08-05,양천구,8354,32649,30.6,27.1,36.0,0.0,0.0121,0.0464,0.31,0.0021,27.0,23.0
2024-08-05,영등포구,11974,298498,31.4,28.0,35.8,0.0,0.0158,0.0502,0.37,0.0026,31.0,27.0
2024-08-05,용산구,1973,0,30.6,27.2,34.4,10.5,0.0229,0.0384,0.41,0.0023,31.0,28.0
2024-08-05,은평구,3074,114132,28.9,25.0,34.4,18.0,0.0088,0.0372,0.44,0.0023,27.0,20.0
2024-08-05,종로구,3959,204987,30.8,27.1,34.8,19.0,0.0128,0.0526,0.37,0.0024,28.0,23.0
2024-08-05,중구,2907,247140,28.5,24.0,32.6,6.5,0.0169,0.0447,0.39,0.0026,27.0,24.0
2024-08-05,중랑구,3009,82235,28.9,25.5,34.4,11.0,0.0111,0.0412,0.19,0.002,27.0,21.0
2024-08-06,강남구,3995,393639,28.5,24.1,34.6,7.0,0.0158,0.0406,0.28,0.0029,17.0,11.0
2024-08-06,강동구,5196,90331,27.8,23.7,33.4,11.5,0.0122,0.0541,0.43,0.0019,16.0,9.0
2024-08-06,강북구,1743,44282,27.6,23.9,33.3,0.5,0.0096,0.0368,0.29,0.0022,17.0,10.0
2024-08-06,강서구,19026,178376,30.1,26.5,35.1,0.0,0.016,0.0404,0.29,0.0026,14.0,9.0
2024-08-06,관악구,2907,146602,26.7,23.2,33.2,2.5,0.015,0.0398,0.31,0.0026,19.0,10.0
2024-08-06,광진구,5852,57970,28.9,24.6,34.0,3.5,0.0132,0.0523,0.48,0.0024,18.0,10.0
2024-08-06,구로구,5740,120895,29.5,26.7,32.8,0.5,0.0099,0.0336,0.24,0.0027,13.0,8.0
2024-08-06,금천구,2847,95681,29.5,26.4,34.2,6.0,0.019,0.0255,0.33,0.004,25.0,13.0
2024-08-06,노원구,8417,152246,27.8,24.0,34.1,0.0,0.012,0.047,0.26,0.002,18.0,12.0
2024-08-06,도봉구,3029,86196,27.9,24.9,31.5,0.5,0.0075,0.0464,0.3,0.0017,10.0,8.0
2024-08-06,동대문구,4000,93848,28.7,24.9,33.8,2.0,0.012,0.0449,0.3,0.0022,18.0,10.0
2024-08-06,동작구,2372,85380,28.6,24.9,35.0,1.5,0.0148,0.0379,0.29,0.0023,17.0,10.0
2024-08-06,마포구,6027,251502,28.8,25.4,34.1,0.0,0.0154,0.0422,0.3,0.0022,18.0,10.0
2024-08-06,서대문구,2367,88061,28.0,24.4,33.0,0.0,0.0115,0.0453,0.31,0.0021,16.0,8.0
2024-08-06,서초구,4019,143689,28.0,24.3,33.7,8.5,0.0153,0.0293,0.37,0.0022,15.0,7.0
2024-08-06,성동구,4615,116316,28.6,25.1,33.2,0.5,0.0163,0.043,0.29,0.0026,16.0,11.0
2024-08-06,성북구,2646,44290,28.2,24.3,33.3,0.5,0.0109,0.0415,0.4,0.0021,16.0,9.0
2024-08-06,송파구,10914,195363,28.9,24.6,34.4,5.5,0.0159,0.0343,0.29,0.0022,19.0,10.0
2024-08-06,양천구,8721,33541,29.7,26.4,33.6,1.5,0.0143,0.0363,0.27,0.0021,13.0,9.0
2024-08-06,영등포구,12685,313789,30.2,26.9,34.8,0.5,0.0168,0.0406,0.3,0.0024,16.0,11.0
2024-08-06,용산구,2470,0,29.6,26.0,34.0,0.5,0.0241,0.0325,0.35,0.0023,17.0,11.0
2024-08-06,은평구,3286,117485,28.1,24.3,33.0,0.0,0.0112,0.0281,0.37,0.0023,16.0,10.0
2024-08-06,종로구,4791,216541,29.2,25.6,34.0,0.0,0.0132,0.0446,0.3,0.0026,14.0,10.0
2024-08-06,중구,3447,256419,27.4,23.7,33.0,0.0,0.0174,0.0385,0.34,0.0027,12.0,9.0
2024-08-06,중랑구,3829,84570,28.8,25.3,34.2,0.5,0.0104,0.0429,0.16,0.0024,15.0,9.0
2024-08-07,강남구,4282,393929,29.7,25.2,34.4,4.0,0.0139,0.0318,0.24,0.0026,25.0,17.0
