일자,자치구,총사용수(B),총사용수(S)
2024-11-06,구로구,5946,135895
2024-11-06,금천구,2787,105102
2024-11-06,노원구,8546,162210
2024-11-06,도봉구,2931,99401
2024-11-06,동대문구,4277,113759
2024-11-06,동작구,2344,98825
2024-11-06,마포구,5726,270525
2024-11-06,서대문구,2266,105003
2024-11-06,서초구,3983,159345
2024-11-06,성동구,5015,137910
2024-11-06,성북구,2808,53910
2024-11-06,송파구,12208,212962
2024-11-06,양천구,8625,37846
2024-11-06,영등포구,12308,344693
2024-11-06,용산구,2185,0
2024-11-06,은평구,3079,131854
2024-11-06,종로구,4850,262962
2024-11-06,중구,3429,296670
2024-11-06,중랑구,3723,96000
2024-11-07,강남구,4505,413679
2024-11-07,강동구,6062,96904
2024-11-07,강북구,1745,51387
2024-11-07,강서구,18515,193978
2024-11-07,관악구,2605,163873
2024-11-07,광진구,6388,66557
2024-11-07,구로구,5891,133965
2024-11-07,금천구,2954,104852
2024-11-07,노원구,8316,161039
2024-11-07,도봉구,2858,99379
2024-11-07,동대문구,4149,113759
2024-11-07,동작구,2285,99131
2024-11-07,마포구,5900,273800
2024-11-07,서대문구,2497,104740
2024-11-07,서초구,4164,160918
2024-11-07,성동구,5029,138590
2024-11-07,성북구,2807,53518
2024-11-07,송파구,12372,211963
2024-11-07,양천구,8627,38008
2024-11-07,영등포구,12878,342423
2024-11-07,용산구,2284,0
2024-11-07,은평구,3090,130627
2024-11-07,종로구,4957,257538
2024-11-07,중구,3412,291997
2024-11-07,중랑구,3666,95662
2024-11-08,강남구,4873,421693
2024-11-08,강동구,6224,99117
2024-11-08,강북구,1776,52406
2024-11-08,강서구,18927,199208
2024-11-08,관악구,2709,171474
2024-11-08,광진구,6389,69204
2024-11-08,구로구,6213,137159
2024-11-08,금천구,2941,103063
2024-11-08,노원구,8617,164180
2024-11-08,도봉구,2927,102283
2024-11-08,동대문구,4293,115810
2024-11-08,동작구,2385,103987
2024-11-08,마포구,6387,289941
2024-11-08,서대문구,2559,107429
2024-11-08,서초구,4312,177005
2024-11-08,성동구,5279,143060
2024-11-08,성북구,2806,54111
2024-11-08,송파구,13227,213883
2024-11-08,양천구,9322,38654
2024-11-08,영등포구,13341,353762
2024-11-08,용산구,2567,0
2024-11-08,은평구,3311,133825
2024-11-08,종로구,5295,269261
2024-11-08,중구,3625,300457
2024-11-08,중랑구,3811,98633
2024-11-09,강남구,3991,254853
2024-11-09,강동구,5651,70041
2024-11-09,강북구,1726,43780
2024-11-09,강서구,13818,142825
2024-11-09,관악구,2866,142681
2024-11-09,광진구,6029,61149
2024-11-09,구로구,4882,96324
2024-11-09,금천구,1766,45035
2024-11-09,노원구,7885,127116
2024-11-09,도봉구,2798,84731
2024-11-09,동대문구,3557,89431
2024-11-09,동작구,2461,83301
2024-11-09,마포구,6336,256829
2024-11-09,서대문구,2404,92375
2024-11-09,서초구,3689,150909
2024-11-09,성동구,4309,106459
2024-11-09,성북구,2502,38911
2024-11-09,송파구,12082,147292
2024-11-09,양천구,8407,27429
2024-11-09,영등포구,10112,250962
2024-11-09,용산구,3090,0
2024-11-09,은평구,3178,106367
2024-11-09,종로구,3985,240188
2024-11-09,중구,2666,256750
2024-11-09,중랑구,3731,75616
2024-11-10,강남구,3606,150201
2024-11-10,강동구,5418,50240
2024-11-10,강북구,1577,33118
2024-11-10,강서구,11633,106618
2024-11-10,관악구,2881,101552
2024-11-10,광진구,5609,44396
2024-11-10,구로구,4469,70819
2024-11-10,금천구,1533,32895
2024-11-10,노원구,7152,92511
2024-11-10,도봉구,2651,65857
2024-11-10,동대문구,3341,66715
2024-11-10,동작구,2268,55324
2024-11-10,마포구,6598,194050
2024-11-10,서대문구,2199,61745
2024-11-10,서초구,3359,127202
2024-11-10,성동구,4085,78297
2024-11-10,성북구,2421,28452
2024-11-10,송파구,11342,103599
2024-11-10,양천구,7465,18927
2024-11-10,영등포구,9539,181119
2024-11-10,용산구,2771,0
2024-11-10,은평구,2937,77088
2024-11-10,종로구,3414,157222
2024-11-10,중구,2228,159348
2024-11-10,중랑구,3499,54482
2024-11-11,강남구,5219,398285
2024-11-11,강동구,6457,95474
2024-11-11,강북구,1916,50157
2024-11-11,강서구,20134,190739
2024-11-11,관악구,3063,156019
2024-11-11,광진구,6799,64159
2024-11-11,구로구,6676,132989
2024-11-11,금천구,3244,103400
2024-11-11,노원구,8951,158437
2024-11-11,도봉구,3184,98584
2024-11-11,동대문구,4709,110642
2024-11-11,동작구,2631,97106
2024-11-11,마포구,6798,261402
2024-11-11,서대문구,2726,101870
2024-11-11,서초구,4408,155946
2024-11-11,성동구,5597,133075
2024-11-11,성북구,3005,51713
2024-11-11,송파구,13804,206259
2024-11-11,양천구,9613,36957
2024-11-11,영등포구,14074,328818
2024-11-11,용산구,2521,0
2024-11-11,은평구,3641,128637
2024-11-11,종로구,5504,246162
2024-11-11,중구,3844,279005
2024-11-11,중랑구,4254,94238
2024-11-12,강남구,5208,411010
2024-11-12,강동구,6688,98034
2024-11-12,강북구,1895,51340
2024-11-12,강서구,20372,193659
2024-11-12,관악구,3093,162307
2024-11-12,광진구,6860,65018
2024-11-12,구로구,6810,134486
2024-11-12,금천구,3282,105161
2024-11-12,노원구,9256,160341
2024-11-12,도봉구,3246,100367
2024-11-12,동대문구,4981,112928
2024-11-12,동작구,2684,98644
2024-11-12,마포구,7008,266088
2024-11-12,서대문구,2828,104899
2024-11-12,서초구,4406,156660
2024-11-12,성동구,5910,137207
2024-11-12,성북구,3219,53298
2024-11-12,송파구,14038,211572
2024-11-12,양천구,9747,37849
2024-11-12,영등포구,14404,340415
2024-11-12,용산구,2639,0
2024-11-12,은평구,3503,131375
2024-11-12,종로구,5352,254579
2024-11-12,중구,3951,291086
2024-11-12,중랑구,4281,95688
2024-11-13,강남구,5284,409663
2024-11-13,강동구,6843,99069
2024-11-13,강북구,2022,52337
2024-11-13,강서구,21252,197087
2024-11-13,관악구,3097,164434
2024-11-13,광진구,7353,66669
2024-11-13,구로구,6916,135420
2024-11-13,금천구,3304,105404
2024-11-13,노원구,9451,164212
2024-11-13,도봉구,3396,102039
2024-11-13,동대문구,5031,113523
2024-11-13,동작구,2838,100464
2024-11-13,마포구,7142,271587
2024-11-13,서대문구,2762,104423
2024-11-13,서초구,4700,157495
2024-11-13,성동구,6011,139472
2024-11-13,성북구,3365,54493
2024-11-13,송파구,14111,212488
2024-11-13,양천구,10416,38260
2024-11-13,영등포구,14513,346388
2024-11-13,용산구,2800,0
2024-11-13,은평구,3573,133335
2024-11-13,종로구,5476,262848
2024-11-13,중구,4041,291066
2024-11-13,중랑구,4613,96325
2024-11-14,강남구,4356,407635
2024-11-14,강동구,5858,95860
2024-11-14,강북구,1759,49894
2024-11-14,강서구,17968,191601
2024-11-14,관악구,2752,162386
2024-11-14,광진구,6281,66567
2024-11-14,구로구,5774,132141
2024-11-14,금천구,2888,103025
2024-11-14,노원구,7748,157410
2024-11-14,도봉구,2819,97807
2024-11-14,동대문구,4312,111671
2024-11-14,동작구,2229,97196
2024-11-14,마포구,6020,271565
2024-11-14,서대문구,2479,103651
2024-11-14,서초구,3876,160887
2024-11-14,성동구,5243,137776
2024-11-14,성북구,2773,52842
2024-11-14,송파구,11990,205482
2024-11-14,양천구,8503,37105
2024-11-14,영등포구,12287,338845
2024-11-14,용산구,2153,0
2024-11-14,은평구,3227,127990
2024-11-14,종로구,4622,251467
2024-11-14,중구,3280,285234
2024-11-14,중랑구,3838,94281
2024-11-15,강남구,5081,417331
2024-11-15,강동구,6615,98256
2024-11-15,강북구,2076,50899
2024-11-15,강서구,20502,197150
2024-11-15,관악구,2938,171056
2024-11-15,광진구,7202,69773
2024-11-15,구로구,6394,134775
2024-11-15,금천구,3010,101922
2024-11-15,노원구,9437,165346
2024-11-15,도봉구,3349,101439
2024-11-15,동대문구,4721,114383
2024-11-15,동작구,2643,103727
2024-11-15,마포구,7375,291462
2024-11-15,서대문구,2843,105161
2024-11-15,서초구,4578,177274
2024-11-15,성동구,6005,144798
2024-11-15,성북구,3164,53155
2024-11-15,송파구,13675,211143
2024-11-15,양천구,9805,37878
2024-11-15,영등포구,14330,347505
2024-11-15,용산구,2879,0
2024-11-15,은평구,3896,132814
2024-11-15,종로구,5293,265067
2024-11-15,중구,3919,295997
2024-11-15,중랑구,4408,97781
2024-11-16,강남구,2552,257164
2024-11-16,강동구,3802,68312
2024-11-16,강북구,1197,41256
2024-11-16,강서구,8776,139010
2024-11-16,관악구,1776,139548
2024-11-16,광진구,3945,69760
2024-11-16,구로구,2967,92157
2024-11-16,금천구,1074,43521
2024-11-16,노원구,5442,125991
2024-11-16,도봉구,1911,79571
2024-11-16,동대문구,2582,88001
2024-11-16,동작구,1601,80846
2024-11-16,마포구,3571,249827
2024-11-16,서대문구,1496,89326
2024-11-16,서초구,2376,153188
2024-11-16,성동구,2805,104850
2024-11-16,성북구,1797,38514
2024-11-16,송파구,7965,145600
2024-11-16,양천구,5414,26985
2024-11-16,영등포구,6403,246624
2024-11-16,용산구,1553,0
2024-11-16,은평구,1990,100189
2024-11-16,종로구,2216,233716
2024-11-16,중구,1437,213994
2024-11-16,중랑구,2473,72665
2024-11-17,강남구,2322,160515
2024-11-17,강동구,3829,49611
2024-11-17,강북구,1172,31669
2024-11-17,강서구,8133,106436
2024-11-17,관악구,1958,102791
2024-11-17,광진구,3855,44942
2024-11-17,구로구,3074,67877
2024-11-17,금천구,1001,31384
2024-11-17,노원구,5515,93849
2024-11-17,도봉구,1909,62279
2024-11-17,동대문구,2593,69017
2024-11-17,동작구,1425,55082
2024-11-17,마포구,3754,195279
2024-11-17,서대문구,1592,64114
2024-11-17,서초구,2129,127967
2024-11-17,성동구,2557,77844
2024-11-17,성북구,1787,27979
2024-11-17,송파구,7561,116678
2024-11-17,양천구,5224,19635
2024-11-17,영등포구,6362,182864
2024-11-17,용산구,1513,0
2024-11-17,은평구,2097,75262
2024-11-17,종로구,2183,158847
2024-11-17,중구,1289,163939
2024-11-17,중랑구,2568,53476
2024-11-18,강남구,3480,395629
2024-11-18,강동구,4614,94746
2024-11-18,강북구,1383,48564
2024-11-18,강서구,14926,187592
2024-11-18,관악구,2063,155657
2024-11-18,광진구,4979,63956
2024-11-18,구로구,4909,128358
2024-11-18,금천구,2355,101956
2024-11-18,노원구,6509,155950
2024-11-18,도봉구,2221,93381
2024-11-18,동대문구,3330,106327
2024-11-18,동작구,1749,94136
2024-11-18,마포구,4392,261088
2024-11-18,서대문구,1934,98418
2024-11-18,서초구,3078,148230
2024-11-18,성동구,4047,131944
2024-11-18,성북구,2134,50860
2024-11-18,송파구,9467,201713
2024-11-18,양천구,6800,36379
2024-11-18,영등포구,9827,327273
2024-11-18,용산구,1642,0
2024-11-18,은평구,2444,125115
2024-11-18,종로구,3839,236021
2024-11-18,중구,2694,278588
2024-11-18,중랑구,3052,92182
2024-11-19,강남구,4189,409828
2024-11-19,강동구,5169,96557
2024-11-19,강북구,1538,50014
2024-11-19,강서구,16713,191080
2024-11-19,관악구,2369,160726
2024-11-19,광진구,5555,65142
2024-11-19,구로구,5409,130952
2024-11-19,금천구,2621,102667
2024-11-19,노원구,7456,158820
2024-11-19,도봉구,2530,97159
2024-11-19,동대문구,3854,109398
2024-11-19,동작구,2017,97819
2024-11-19,마포구,5227,266507
2024-11-19,서대문구,2139,102661
2024-11-19,서초구,3593,157728
2024-11-19,성동구,4666,135447
2024-11-19,성북구,2451,52615
2024-11-19,송파구,10948,209943
2024-11-19,양천구,7707,37436
2024-11-19,영등포구,11104,338487
2024-11-19,용산구,2028,0
2024-11-19,은평구,2657,127916
2024-11-19,종로구,4312,245159
2024-11-19,중구,3140,285474
2024-11-19,중랑구,3355,94468
2024-11-20,강남구,4076,413258
2024-11-20,강동구,5210,98455
2024-11-20,강북구,1567,50948
2024-11-20,강서구,16986,192994
2024-11-20,관악구,2074,164257
2024-11-20,광진구,5773,66081
2024-11-20,구로구,4796,131675
2024-11-20,금천구,2322,102231
2024-11-20,노원구,7814,161350
2024-11-20,도봉구,2654,97718
2024-11-20,동대문구,3979,112360
2024-11-20,동작구,1865,98298
2024-11-20,마포구,5280,269240
2024-11-20,서대문구,2090,103137
2024-11-20,서초구,3372,159239
2024-11-20,성동구,4653,136270
2024-11-20,성북구,2577,54411
2024-11-20,송파구,10894,210692
2024-11-20,양천구,7324,37514
2024-11-20,영등포구,10583,343594
2024-11-20,용산구,2010,0
2024-11-20,은평구,2804,129248
2024-11-20,종로구,4595,253211
2024-11-20,중구,3385,295728
2024-11-20,중랑구,3441,95199
2024-11-21,강남구,3838,415995
2024-11-21,강동구,5474,96701
2024-11-21,강북구,1623,50757
2024-11-21,강서구,17391,192845
2024-11-21,관악구,2247,165449
2024-11-21,광진구,5932,66203
2024-11-21,구로구,5096,129986
2024-11-21,금천구,2486,101943
2024-11-21,노원구,8092,159196
2024-11-21,도봉구,2612,97405
2024-11-21,동대문구,4093,112324
2024-11-21,동작구,1950,98918
2024-11-21,마포구,5552,275244
2024-11-21,서대문구,2324,103821
2024-11-21,서초구,3328,161571
2024-11-21,성동구,4851,138852
2024-11-21,성북구,2612,53659
2024-11-21,송파구,10593,211215
2024-11-21,양천구,7627,37872
2024-11-21,영등포구,10974,343119
2024-11-21,용산구,2141,0
2024-11-21,은평구,2907,129204
2024-11-21,종로구,4700,252283
2024-11-21,중구,3353,290607
2024-11-21,중랑구,3603,94275
2024-11-22,강남구,4175,426320
2024-11-22,강동구,5441,99048
2024-11-22,강북구,1567,51156
2024-11-22,강서구,17025,199031
2024-11-22,관악구,2406,173949
2024-11-22,광진구,5494,69839
2024-11-22,구로구,5460,132537
2024-11-22,금천구,2630,101091
2024-11-22,노원구,7831,164106
2024-11-22,도봉구,2731,99996
2024-11-22,동대문구,4031,113667
2024-11-22,동작구,1998,103255
2024-11-22,마포구,5283,293104
2024-11-22,서대문구,2221,105598
2024-11-22,서초구,3579,175050
2024-11-22,성동구,4686,148501
2024-11-22,성북구,2457,53567
2024-11-22,송파구,11010,214764
2024-11-22,양천구,8102,38564
2024-11-22,영등포구,11188,353995
2024-11-22,용산구,2145,0
2024-11-22,은평구,2829,131526
2024-11-22,종로구,4535,262396
2024-11-22,중구,3125,297903
2024-11-22,중랑구,3456,97695
2024-11-23,강남구,2960,261026
2024-11-23,강동구,4221,68410
2024-11-23,강북구,1368,40900
2024-11-23,강서구,10890,139863
2024-11-23,관악구,2196,142503
2024-11-23,광진구,4482,61774
2024-11-23,구로구,3767,93318
2024-11-23,금천구,1420,43842
2024-11-23,노원구,6351,124834
2024-11-23,도봉구,2212,79752
2024-11-23,동대문구,2952,89186
2024-11-23,동작구,1829,83470
2024-11-23,마포구,4339,253167
2024-11-23,서대문구,1763,88495
2024-11-23,서초구,2677,150428
2024-11-23,성동구,3254,120897
2024-11-23,성북구,1926,39237
2024-11-23,송파구,8838,143316
2024-11-23,양천구,6506,26924
2024-11-23,영등포구,7682,246246
2024-11-23,용산구,1882,0
2024-11-23,은평구,2484,100003
2024-11-23,종로구,2721,219986
2024-11-23,중구,1926,214110
2024-11-23,중랑구,2933,72943
2024-11-24,강남구,2700,158775
2024-11-24,강동구,3785,50012
2024-11-24,강북구,1252,33159
2024-11-24,강서구,9223,106853
2024-11-24,관악구,1998,100580
2024-11-24,광진구,4148,45941
2024-11-24,구로구,3452,68322
2024-11-24,금천구,1170,32117
2024-11-24,노원구,5775,91715
2024-11-24,도봉구,1881,62989
2024-11-24,동대문구,2688,66339
2024-11-24,동작구,1643,57815
2024-11-24,마포구,4256,187501
2024-11-24,서대문구,1683,64862
2024-11-24,서초구,2410,123667
2024-11-24,성동구,2980,97771
2024-11-24,성북구,1830,29596
2024-11-24,송파구,8215,103971
2024-11-24,양천구,5916,19404
2024-11-24,영등포구,6755,179008
2024-11-24,용산구,1849,0
2024-11-24,은평구,2159,73888
2024-11-24,종로구,2599,153777
2024-11-24,중구,1734,156844
2024-11-24,중랑구,2504,52842
2024-11-25,강남구,4356,399303
2024-11-25,강동구,5309,97618
2024-11-25,강북구,1656,49677
2024-11-25,강서구,17483,192493
2024-11-25,관악구,2501,158386
2024-11-25,광진구,5539,64030
2024-11-25,구로구,5612,131085
2024-11-25,금천구,2725,103027
2024-11-25,노원구,7959,159402
2024-11-25,도봉구,2710,96865
2024-11-25,동대문구,3986,109839
2024-11-25,동작구,2169,96791
2024-11-25,마포구,5543,263144
2024-11-25,서대문구,2252,100133
2024-11-25,서초구,3562,157988
2024-11-25,성동구,4886,134189
2024-11-25,성북구,2602,51861
2024-11-25,송파구,11083,205521
2024-11-25,양천구,8168,37007
2024-11-25,영등포구,11873,332674
2024-11-25,용산구,2131,0
2024-11-25,은평구,2874,128853
2024-11-25,종로구,4572,242044
2024-11-25,중구,3374,280370
2024-11-25,중랑구,3528,94373
2024-11-26,강남구,1050,414263
2024-11-26,강동구,1338,96984
2024-11-26,강북구,363,48877
2024-11-26,강서구,5435,192976
2024-11-26,관악구,646,159883
2024-11-26,광진구,1686,64403
2024-11-26,구로구,1594,129871
2024-11-26,금천구,744,103504
2024-11-26,노원구,2043,158043
2024-11-26,도봉구,667,94408
2024-11-26,동대문구,1087,108172
2024-11-26,동작구,498,97244
2024-11-26,마포구,1482,266119
2024-11-26,서대문구,601,100952
2024-11-26,서초구,871,157784
2024-11-26,성동구,1316,135756
2024-11-26,성북구,740,51775
2024-11-26,송파구,2618,211029
2024-11-26,양천구,2280,37773
2024-11-26,영등포구,3379,340965
2024-11-26,용산구,520,0
2024-11-26,은평구,689,126734
2024-11-26,종로구,1299,247757
2024-11-26,중구,934,289063
2024-11-26,중랑구,900,93485
2024-11-27,강남구,557,427806
2024-11-27,강동구,758,103797
2024-11-27,강북구,285,52173
2024-11-27,강서구,2424,204997
2024-11-27,관악구,261,165378
2024-11-27,광진구,1115,69081
2024-11-27,구로구,826,135824
2024-11-27,금천구,367,111790
2024-11-27,노원구,1856,166534
2024-11-27,도봉구,664,98265
2024-11-27,동대문구,752,112151
2024-11-27,동작구,222,101705
2024-11-27,마포구,737,281860
2024-11-27,서대문구,323,105780
2024-11-27,서초구,426,165305
2024-11-27,성동구,912,142384
2024-11-27,성북구,480,56393
2024-11-27,송파구,1484,224585
2024-11-27,양천구,1497,39258
2024-11-27,영등포구,2060,364264
2024-11-27,용산구,300,0
2024-11-27,은평구,401,132228
2024-11-27,종로구,645,262253
2024-11-27,중구,465,301866
2024-11-27,중랑구,723,96827
2024-11-28,강남구,949,401125
2024-11-28,강동구,1846,101598
2024-11-28,강북구,672,50465
2024-11-28,강서구,5372,200818
2024-11-28,관악구,557,157481
2024-11-28,광진구,2321,66351
2024-11-28,구로구,1448,134606
2024-11-28,금천구,547,105844
2024-11-28,노원구,3575,161302
2024-11-28,도봉구,1338,96797
2024-11-28,동대문구,1649,110886
2024-11-28,동작구,462,99066
2024-11-28,마포구,1807,276913
2024-11-28,서대문구,719,102991
2024-11-28,서초구,749,160229
2024-11-28,성동구,1776,139051
2024-11-28,성북구,1021,53707
2024-11-28,송파구,2906,222166
2024-11-28,양천구,2792,39079
2024-11-28,영등포구,3720,350467
2024-11-28,용산구,671,0
2024-11-28,은평구,1130,129620
2024-11-28,종로구,1553,247321
2024-11-28,중구,1149,290743
2024-11-28,중랑구,1497,94606
2024-11-29,강남구,1975,426504
2024-11-29,강동구,3138,100991
2024-11-29,강북구,947,50197
2024-11-29,강서구,10112,202609
2024-11-29,관악구,1175,173169
2024-11-29,광진구,3609,70773
2024-11-29,구로구,2951,137125
2024-11-29,금천구,1184,103630
2024-11-29,노원구,5076,163205
2024-11-29,도봉구,1711,99155
2024-11-29,동대문구,2425,113919
2024-11-29,동작구,1019,105179
2024-11-29,마포구,3098,296240
2024-11-29,서대문구,1299,106145
2024-11-29,서초구,1504,175833
2024-11-29,성동구,2791,146785
2024-11-29,성북구,1545,53525
2024-11-29,송파구,5467,221560
2024-11-29,양천구,4933,38637
2024-11-29,영등포구,7001,362789
2024-11-29,용산구,1246,0
2024-11-29,은평구,1684,132055
2024-11-29,종로구,2666,259502
2024-11-29,중구,1882,300626
2024-11-29,중랑구,2193,97147
2024-11-30,강남구,1634,257867
2024-11-30,강동구,2618,68449
2024-11-30,강북구,806,39299
2024-11-30,강서구,7070,141411
2024-11-30,관악구,1290,140273
2024-11-30,광진구,2664,61453
2024-11-30,구로구,2295,95035
2024-11-30,금천구,851,43371
2024-11-30,노원구,3823,120002
2024-11-30,도봉구,1388,76178
2024-11-30,동대문구,1804,86317
2024-11-30,동작구,996,81673
2024-11-30,마포구,2556,254011
2024-11-30,서대문구,974,83476
2024-11-30,서초구,1509,149707
2024-11-30,성동구,2017,112352
2024-11-30,성북구,1221,37175
2024-11-30,송파구,4880,141949
2024-11-30,양천구,4206,25888
2024-11-30,영등포구,4885,247188
2024-11-30,용산구,1101,0
2024-11-30,은평구,1398,98714
2024-11-30,종로구,1680,206181
2024-11-30,중구,1093,201982
2024-11-30,중랑구,1736,71897
2024-12-01,강남구,1659,154423
2024-12-01,강동구,2700,49686
2024-12-01,강북구,878,31456
2024-12-01,강서구,6660,108782
2024-12-01,관악구,1325,100646
2024-12-01,광진구,2746,45856
2024-12-01,구로구,2374,69613
2024-12-01,금천구,767,31413
2024-12-01,노원구,4078,90391
2024-12-01,도봉구,1399,60743
2024-12-01,동대문구,1854,66321
2024-12-01,동작구,1025,56497
2024-12-01,마포구,2589,188599
2024-12-01,서대문구,1085,63357
2024-12-01,서초구,1532,123390
2024-12-01,성동구,2021,83997
2024-12-01,성북구,1316,27708
2024-12-01,송파구,5230,101176
2024-12-01,양천구,4427,19112
2024-12-01,영등포구,4923,185281
2024-12-01,용산구,1166,0
2024-12-01,은평구,1458,73026
2024-12-01,종로구,1664,136216
2024-12-01,중구,1091,144695
2024-12-01,중랑구,1807,52894
2024-12-02,강남구,3131,402367
2024-12-02,강동구,4101,97531
2024-12-02,강북구,1180,49058
2024-12-02,강서구,13746,192321
2024-12-02,관악구,1830,157182
2024-12-02,광진구,4327,63447
2024-12-02,구로구,4354,131482
2024-12-02,금천구,2063,104254
2024-12-02,노원구,6074,158297
2024-12-02,도봉구,2117,96027
2024-12-02,동대문구,2955,110250
2024-12-02,동작구,1542,96209
2024-12-02,마포구,4170,264474
2024-12-02,서대문구,1733,100004
2024-12-02,서초구,2722,154237
2024-12-02,성동구,3760,133400
2024-12-02,성북구,2104,51883
2024-12-02,송파구,8473,206904
2024-12-02,양천구,6365,37192
2024-12-02,영등포구,9199,333733
2024-12-02,용산구,1579,0
2024-12-02,은평구,2287,128114
2024-12-02,종로구,3634,239766
2024-12-02,중구,2716,281233
2024-12-02,중랑구,2655,93441
2024-12-03,강남구,2845,416287
2024-12-03,강동구,3912,98701
2024-12-03,강북구,1139,49730
2024-12-03,강서구,13217,193918
2024-12-03,관악구,1732,162100
2024-12-03,광진구,4345,64417
2024-12-03,구로구,4089,132239
2024-12-03,금천구,2040,105379
2024-12-03,노원구,5955,159883
2024-12-03,도봉구,1939,97032
2024-12-03,동대문구,2998,110345
2024-12-03,동작구,1475,99013
2024-12-03,마포구,3861,269226
2024-12-03,서대문구,1642,101480
2024-12-03,서초구,2489,158109
2024-12-03,성동구,3479,134893
2024-12-03,성북구,1969,52677
2024-12-03,송파구,7847,211171
2024-12-03,양천구,5837,37896
2024-12-03,영등포구,8629,345018
2024-12-03,용산구,1519,0
2024-12-03,은평구,2079,128887
2024-12-03,종로구,3285,247032
2024-12-03,중구,2339,287083
2024-12-03,중랑구,2598,94637
2024-12-04,강남구,2890,406003
2024-12-04,강동구,4061,98110
2024-12-04,강북구,1219,49634
2024-12-04,강서구,13669,191711
2024-12-04,관악구,1895,161179
2024-12-04,광진구,4445,64639
2024-12-04,구로구,4189,133584
2024-12-04,금천구,1988,103499
2024-12-04,노원구,5952,159034
2024-12-04,도봉구,2015,96180
2024-12-04,동대문구,2992,109689
2024-12-04,동작구,1528,98318
2024-12-04,마포구,3949,263914
2024-12-04,서대문구,1704,100579
2024-12-04,서초구,2444,153541
2024-12-04,성동구,3529,132985
2024-12-04,성북구,2046,52446
2024-12-04,송파구,8096,209667
2024-12-04,양천구,6251,36943
2024-12-04,영등포구,9035,350531
2024-12-04,용산구,1520,0
2024-12-04,은평구,2087,128529
2024-12-04,종로구,3363,244793
2024-12-04,중구,2479,288985
2024-12-04,중랑구,2555,94004
2024-12-05,강남구,2582,413831
2024-12-05,강동구,3358,98597
2024-12-05,강북구,1039,48813
2024-12-05,강서구,11593,192969
2024-12-05,관악구,1577,164576
2024-12-05,광진구,3749,65858
2024-12-05,구로구,3635,130228
2024-12-05,금천구,1775,101973
2024-12-05,노원구,5413,158487
2024-12-05,도봉구,1846,95299
2024-12-05,동대문구,2571,108445
2024-12-05,동작구,1309,98916
2024-12-05,마포구,3292,270862
2024-12-05,서대문구,1570,100969
2024-12-05,서초구,2195,161961
2024-12-05,성동구,3049,135315
2024-12-05,성북구,1754,52144
2024-12-05,송파구,6908,209334
2024-12-05,양천구,5104,37268
2024-12-05,영등포구,7435,347765
2024-12-05,용산구,1253,0
2024-12-05,은평구,1940,127284
2024-12-05,종로구,2932,248605
2024-12-05,중구,2145,292142
2024-12-05,중랑구,2283,94772
2024-12-06,강남구,2805,422179
2024-12-06,강동구,3919,99681
2024-12-06,강북구,1167,49398
2024-12-06,강서구,12558,199834
2024-12-06,관악구,1644,175395
2024-12-06,광진구,3766,68582
2024-12-06,구로구,4169,132815
2024-12-06,금천구,2005,101057
2024-12-06,노원구,5855,162350
2024-12-06,도봉구,1954,97299
2024-12-06,동대문구,2877,110105
2024-12-06,동작구,1392,105833
2024-12-06,마포구,3749,289781
2024-12-06,서대문구,1636,103724
2024-12-06,서초구,2455,180139
2024-12-06,성동구,3448,140547
2024-12-06,성북구,1928,53071
2024-12-06,송파구,7821,214376
2024-12-06,양천구,6031,38287
2024-12-06,영등포구,8581,380258
2024-12-06,용산구,1423,0
2024-12-06,은평구,1974,131214
2024-12-06,종로구,3361,260662
2024-12-06,중구,2421,304636
2024-12-06,중랑구,2405,96026
2024-12-07,강남구,1694,261376
2024-12-07,강동구,2830,71581
2024-12-07,강북구,911,40644
2024-12-07,강서구,7580,148907
2024-12-07,관악구,1464,153085
2024-12-07,광진구,2775,58820
2024-12-07,구로구,2727,98031
2024-12-07,금천구,960,43570
2024-12-07,노원구,4264,124940
2024-12-07,도봉구,1423,78481
2024-12-07,동대문구,1952,85314
2024-12-07,동작구,1805,89997
2024-12-07,마포구,3183,269287
2024-12-07,서대문구,1273,86302
2024-12-07,서초구,1806,165220
2024-12-07,성동구,1959,103083
2024-12-07,성북구,1368,39138
2024-12-07,송파구,5348,148342
2024-12-07,양천구,4557,28458
2024-12-07,영등포구,8027,437142
2024-12-07,용산구,1133,0
2024-12-07,은평구,1574,103969
2024-12-07,종로구,1751,202804
2024-12-07,중구,1071,201758
2024-12-07,중랑구,1987,73863
2024-12-08,강남구,1420,153056
2024-12-08,강동구,2197,48993
2024-12-08,강북구,847,29344
2024-12-08,강서구,5745,102722
2024-12-08,관악구,1091,101511
2024-12-08,광진구,2363,41862
2024-12-08,구로구,2158,67383
2024-12-08,금천구,665,29088
2024-12-08,노원구,3606,87851
2024-12-08,도봉구,1272,57662
2024-12-08,동대문구,1608,59949
2024-12-08,동작구,899,55781
2024-12-08,마포구,2211,178060
2024-12-08,서대문구,892,63698
2024-12-08,서초구,1264,124550
2024-12-08,성동구,1633,73821
2024-12-08,성북구,1189,26596
2024-12-08,송파구,4364,97286
2024-12-08,양천구,3630,18573
2024-12-08,영등포구,4321,200257
2024-12-08,용산구,918,0
2024-12-08,은평구,1281,71967
2024-12-08,종로구,1373,127406
2024-12-08,중구,904,135943
2024-12-08,중랑구,1532,51388
